vid_path,id_label,gloss,label
videos/4/26.mp4,4,YOU HOW,HOW ARE YOU?
clips\72\18.MOV,72,BLUE,BLUE
clips\59\39.MOV,59,AUNTIE,AUNTIE
clips\86\3.MOV,86,EGG,EGG
videos/10/7.mp4,10,OLD 12 YEAR,I AM 12 YEARS OLD.
clips\83\46.MOV,83,LIGHT,LIGHT
clips\66\16.MOV,66,DEAF,DEAF
clips\18\21.MOV,18,SLOW,SLOW
clips\71\42.MOV,71,MARRIED,MARRIED
videos/24/20.mp4,24,SLOW,YOU ARE SLOW.
clips\91\30.MOV,91,RICE,RICE
videos/13/24.mp4,13,HAPPY NEW FIREWORKS,HAPPY NEW YEAR!
clips\90\35.MOV,90,SPAGHETTI,SPAGHETTI
clips\29\22.MOV,29,TEN,TEN
clips\28\17.MOV,28,NINE,NINE
clips\28\6.MOV,28,NINE,NINE
clips\69\31.MOV,69,BLIND,BLIND
clips\89\14.MOV,89,CHICKEN,CHICKEN
clips\74\8.MOV,74,RED,RED
clips\45\20.MOV,45,THURSDAY,THURSDAY
clips\56\20.MOV,56,GRANDFATHER,GRANDFATHER
clips\11\6.MOV,11,NOT UNDERSTAND,DO NOT UNDERSTAND
clips\41\0.MOV,41,DECEMBER,DECEMBER
videos/29/19.mp4,29,YOU MUCH SLOW / MUCH SLOW,YOU ARE SO SLOW!
clips\45\17.MOV,45,THURSDAY,THURSDAY
clips\42\30.MOV,42,MONDAY,MONDAY
videos/41/17.mp4,41,THANK YOU,THANK YOU.
videos/47/13.mp4,47,DOG DIE,MY DOG DIED.
clips\9\45.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
clips\102\48.MOV,102,WINE,WINE
clips\57\10.MOV,57,GRANDMOTHER,GRANDMOTHER
videos/19/8.mp4,19,YOU NOT SLOW,YOU ARE NOT SLOW.
clips\68\9.MOV,68,WHEELCHAIR,PERSON IN A WHEELCHAIR
clips\42\21.MOV,42,MONDAY,MONDAY
videos/14/18.mp4,14,GOOD MORNING,GOOD MORNING!
videos/25/15.mp4,25,HARD,THIS IS HARD.
clips\63\15.MOV,63,GIRL,GIRL
clips\45\18.MOV,45,THURSDAY,THURSDAY
videos/45/30.mp4,45,CLASS/GROUP WIN,OUR TEAM WON!
videos/49/28.mp4,49,HEARTACHE,I AM HEARTBROKEN.
clips\26\47.MOV,26,SEVEN,SEVEN
videos/31/11.mp4,31,HATE,I HATE YOU!
clips\11\30.MOV,11,NOT UNDERSTAND,DO NOT UNDERSTAND
clips\1\13.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
clips\18\38.MOV,18,SLOW,SLOW
clips\41\45.MOV,41,DECEMBER,DECEMBER
videos/20/2.mp4,20,NOT HARD,THIS IS NOT HARD.
videos/23/16.mp4,23,TIRED,I AM TIRED.
clips\4\12.MOV,4,YOU HOW,HOW ARE YOU
clips\63\34.MOV,63,GIRL,GIRL
videos/9/23.mp4,9,FINE,I AM FINE.
videos/5/21.mp4,5,AGE YOU HOW MUCH,HOW OLD ARE YOU?
clips\85\7.MOV,85,BREAD,BREAD
clips\16\4.MOV,16,WRONG,WRONG
clips\92\44.MOV,92,LONGANISA,LONGANISA
clips\43\20.MOV,43,TUESDAY,TUESDAY
clips\11\32.MOV,11,NOT UNDERSTAND,DO NOT UNDERSTAND
clips\71\49.MOV,71,MARRIED,MARRIED
clips\15\26.MOV,15,YES,YES
clips\83\26.MOV,83,LIGHT,LIGHT
clips\27\38.MOV,27,EIGHT,EIGHT
clips\33\47.MOV,33,APRIL,APRIL
clips\46\9.MOV,46,FRIDAY,FRIDAY
clips\73\43.MOV,73,GREEN,GREEN
videos/19/1.mp4,19,YOU NOT SLOW,YOU ARE NOT SLOW.
clips\75\43.MOV,75,BROWN,BROWN
clips\56\27.MOV,56,GRANDFATHER,GRANDFATHER
clips\40\1.MOV,40,NOVEMBER,NOVEMBER
clips\14\23.MOV,14,NO,NO
videos/26/0.mp4,26,HEADACHE VERY,MY HEAD IS VERY PAINFUL.
clips\54\50.MOV,54,SON,SON
clips\46\43.MOV,46,FRIDAY,FRIDAY
clips\0\2.MOV,0,GOOD MORNING,GOOD MORNING
clips\23\16.MOV,23,FOUR,FOUR
videos/20/29.mp4,20,NOT HARD,THIS IS NOT HARD.
clips\75\7.MOV,75,BROWN,BROWN
videos/13/7.mp4,13,HAPPY NEW FIREWORKS,HAPPY NEW YEAR!
clips\88\2.MOV,88,MEAT,MEAT
videos/46/32.mp4,46,SORRY,I AM SORRY.
clips\67\35.MOV,67,H H,HARD OF HEARING
clips\93\31.MOV,93,SHRIMP,SHRIMP
clips\40\12.MOV,40,NOVEMBER,NOVEMBER
clips\101\35.MOV,101,BEER,BEER
clips\19\37.MOV,19,FAST,FAST
clips\80\46.MOV,80,GRAY,GRAY
clips\32\41.MOV,32,MARCH,MARCH
clips\101\30.MOV,101,BEER,BEER
clips\71\18.MOV,71,MARRIED,MARRIED
clips\58\15.MOV,58,UNCLE,UNCLE
clips\100\35.MOV,100,TEA,TEA
clips\80\32.MOV,80,GRAY,GRAY
videos/15/23.mp4,15,GOOD NOON,GOOD NOON!
videos/32/1.mp4,32,DISGUSTING,YOU ARE DISGUSTING!
clips\84\18.MOV,84,DARK,DARK
clips\79\30.MOV,79,ORANGE,ORANGE
videos/1/11.mp4,1,JOHN LIKES MARY,JOHN LIKES MARY.
clips\56\28.MOV,56,GRANDFATHER,GRANDFATHER
clips\83\0.MOV,83,LIGHT,LIGHT
clips\70\19.MOV,70,DEAF BLIND,DEAF BLIND
clips\91\19.MOV,91,RICE,RICE
clips\98\1.MOV,98,MILK,MILK
clips\53\38.MOV,53,MOTHER,MOTHER
clips\47\44.MOV,47,SATURDAY,SATURDAY
clips\32\21.MOV,32,MARCH,MARCH
clips\28\33.MOV,28,NINE,NINE
videos/50/23.mp4,50,FAIL EXAM,I FAILED THE EXAM.
clips\41\32.MOV,41,DECEMBER,DECEMBER
clips\13\15.MOV,13,NOT KNOW,DO NOT KNOW
clips\87\5.MOV,87,FISH,FISH
clips\63\39.MOV,63,GIRL,GIRL
clips\50\50.MOV,50,TOMORROW,TOMORROW
clips\78\50.MOV,78,YELLOW,YELLOW
clips\13\44.MOV,13,NOT KNOW,DO NOT KNOW
videos/21/18.mp4,21,HEADACHE,MY HEAD IS PAINFUL.
clips\78\17.MOV,78,YELLOW,YELLOW
clips\104\38.MOV,104,SUGAR NONE,NO SUGAR
clips\59\36.MOV,59,AUNTIE,AUNTIE
videos/13/36.mp4,13,HAPPY NEW FIREWORKS,HAPPY NEW YEAR!
clips\78\45.MOV,78,YELLOW,YELLOW
clips\54\44.MOV,54,SON,SON
clips\73\51.MOV,73,GREEN,GREEN
clips\49\26.MOV,49,TODAY,TODAY
videos/40/15.mp4,40,GHOST,I SAW A GHOST.
clips\70\4.MOV,70,DEAF BLIND,DEAF BLIND
clips\71\50.MOV,71,MARRIED,MARRIED
clips\84\6.MOV,84,DARK,DARK
clips\19\48.MOV,19,FAST,FAST
clips\23\49.MOV,23,FOUR,FOUR
videos/7/24.mp4,7,YOU SICK,YOU ARE SICK!
clips\19\40.MOV,19,FAST,FAST
clips\4\6.MOV,4,YOU HOW,HOW ARE YOU
clips\67\22.MOV,67,H H,HARD OF HEARING
clips\2\36.MOV,2,GOOD EVENING,GOOD EVENING
clips\24\31.MOV,24,FIVE,FIVE
clips\95\49.MOV,95,HOT,HOT
videos/13/13.mp4,13,HAPPY NEW FIREWORKS,HAPPY NEW YEAR!
videos/24/5.mp4,24,SLOW,YOU ARE SLOW.
clips\16\26.MOV,16,WRONG,WRONG
videos/31/8.mp4,31,HATE,I HATE YOU!
clips\78\9.MOV,78,YELLOW,YELLOW
videos/38/34.mp4,38,WORRY,I AM WORRIED.
videos/19/6.mp4,19,YOU NOT SLOW,YOU ARE NOT SLOW.
videos/18/14.mp4,18,NOT TIRED,I AM NOT TIRED.
videos/24/10.mp4,24,SLOW,YOU ARE SLOW.
videos/10/28.mp4,10,OLD 12 YEAR,I AM 12 YEARS OLD.
videos/48/16.mp4,48,ALONE,I AM ALONE.
clips\53\6.MOV,53,MOTHER,MOTHER
clips\43\0.MOV,43,TUESDAY,TUESDAY
clips\100\17.MOV,100,TEA,TEA
clips\57\0.MOV,57,GRANDMOTHER,GRANDMOTHER
videos/18/24.mp4,18,NOT TIRED,I AM NOT TIRED.
clips\55\41.MOV,55,DAUGHTER,DAUGHTER
clips\79\6.MOV,79,ORANGE,ORANGE
clips\59\17.MOV,59,AUNTIE,AUNTIE
clips\66\36.MOV,66,DEAF,DEAF
videos/23/35.mp4,23,TIRED,I AM TIRED.
clips\92\32.MOV,92,LONGANISA,LONGANISA
clips\71\47.MOV,71,MARRIED,MARRIED
videos/15/12.mp4,15,GOOD NOON,GOOD NOON!
clips\35\2.MOV,35,JUNE,JUNE
clips\41\18.MOV,41,DECEMBER,DECEMBER
clips\4\32.MOV,4,YOU HOW,HOW ARE YOU
clips\18\22.MOV,18,SLOW,SLOW
videos/26/17.mp4,26,HEADACHE VERY,MY HEAD IS VERY PAINFUL.
clips\92\34.MOV,92,LONGANISA,LONGANISA
clips\54\37.MOV,54,SON,SON
clips\39\39.MOV,39,OCTOBER,OCTOBER
videos/7/5.mp4,7,YOU SICK,YOU ARE SICK!
clips\13\19.MOV,13,NOT KNOW,DO NOT KNOW
clips\101\18.MOV,101,BEER,BEER
videos/10/1.mp4,10,OLD 12 YEAR,I AM 12 YEARS OLD.
clips\33\22.MOV,33,APRIL,APRIL
videos/10/32.mp4,10,OLD 12 YEAR,I AM 12 YEARS OLD.
videos/49/2.mp4,49,HEARTACHE,I AM HEARTBROKEN.
videos/7/26.mp4,7,YOU SICK,YOU ARE SICK!
clips\95\30.MOV,95,HOT,HOT
clips\34\51.MOV,34,MAY,MAY
clips\50\12.MOV,50,TOMORROW,TOMORROW
videos/3/21.mp4,3,NEW FIREWORKS,IS IT NEW YEAR?
clips\6\53.MOV,6,NICE MEET,NICE TO MEET YOU
clips\58\29.MOV,58,UNCLE,UNCLE
clips\101\29.MOV,101,BEER,BEER
clips\2\6.MOV,2,GOOD EVENING,GOOD EVENING
clips\54\4.MOV,54,SON,SON
clips\6\46.MOV,6,NICE MEET,NICE TO MEET YOU
videos/37/21.mp4,37,NERVOUS,I AM NERVOUS.
videos/7/34.mp4,7,YOU SICK,YOU ARE SICK!
videos/17/16.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
clips\95\34.MOV,95,HOT,HOT
clips\24\22.MOV,24,FIVE,FIVE
clips\8\32.MOV,8,WELCOME,YOU ARE WELCOME
videos/30/19.mp4,30,MUCH HARD,THIS IS VERY HARD.
clips\45\24.MOV,45,THURSDAY,THURSDAY
clips\13\9.MOV,13,NOT KNOW,DO NOT KNOW
clips\60\26.MOV,60,COUSIN,COUSIN
clips\89\43.MOV,89,CHICKEN,CHICKEN
clips\93\14.MOV,93,SHRIMP,SHRIMP
videos/36/31.mp4,36,SCARED,I AM SCARED.
clips\72\37.MOV,72,BLUE,BLUE
clips\48\21.MOV,48,SUNDAY,SUNDAY
clips\76\5.MOV,76,BLACK,BLACK
clips\54\7.MOV,54,SON,SON
clips\76\39.MOV,76,BLACK,BLACK
clips\35\48.MOV,35,JUNE,JUNE
clips\78\41.MOV,78,YELLOW,YELLOW
videos/37/28.mp4,37,NERVOUS,I AM NERVOUS.
clips\40\3.MOV,40,NOVEMBER,NOVEMBER
clips\70\34.MOV,70,DEAF BLIND,DEAF BLIND
videos/46/9.mp4,46,SORRY,I AM SORRY.
clips\51\6.MOV,51,YESTERDAY,YESTERDAY
clips\102\38.MOV,102,WINE,WINE
clips\43\22.MOV,43,TUESDAY,TUESDAY
clips\88\25.MOV,88,MEAT,MEAT
clips\43\8.MOV,43,TUESDAY,TUESDAY
clips\85\27.MOV,85,BREAD,BREAD
clips\88\38.MOV,88,MEAT,MEAT
clips\53\27.MOV,53,MOTHER,MOTHER
clips\13\27.MOV,13,NOT KNOW,DO NOT KNOW
clips\2\53.MOV,2,GOOD EVENING,GOOD EVENING
clips\62\44.MOV,62,BOY,BOY
clips\9\4.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
clips\61\31.MOV,61,PARENTS,PARENTS
clips\40\13.MOV,40,NOVEMBER,NOVEMBER
videos/14/4.mp4,14,GOOD MORNING,GOOD MORNING!
videos/16/34.mp4,16,HEADACHE NOT,MY HEAD IS NOT PAINFUL.
clips\11\50.MOV,11,NOT UNDERSTAND,DO NOT UNDERSTAND
clips\3\5.MOV,3,HELLO,HELLO
clips\2\3.MOV,2,GOOD EVENING,GOOD EVENING
videos/43/3.mp4,43,SHOW AMAZING,THE SHOW IS AMAZING.
clips\86\8.MOV,86,EGG,EGG
clips\36\2.MOV,36,JULY,JULY
clips\51\10.MOV,51,YESTERDAY,YESTERDAY
clips\17\38.MOV,17,CORRECT,CORRECT
clips\25\41.MOV,25,SIX,SIX
videos/39/1.mp4,39,SHOCKED,I AM SHOCKED!
clips\54\16.MOV,54,SON,SON
clips\54\13.MOV,54,SON,SON
clips\8\44.MOV,8,WELCOME,YOU ARE WELCOME
clips\94\28.MOV,94,CRAB,CRAB
clips\67\25.MOV,67,H H,HARD OF HEARING
clips\8\3.MOV,8,WELCOME,YOU ARE WELCOME
clips\84\11.MOV,84,DARK,DARK
videos/17/26.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
clips\84\44.MOV,84,DARK,DARK
clips\71\34.MOV,71,MARRIED,MARRIED
clips\6\27.MOV,6,NICE MEET,NICE TO MEET YOU
videos/15/21.mp4,15,GOOD NOON,GOOD NOON!
videos/49/11.mp4,49,HEARTACHE,I AM HEARTBROKEN.
clips\92\24.MOV,92,LONGANISA,LONGANISA
clips\96\17.MOV,96,COLD,COLD
clips\22\44.MOV,22,THREE,THREE
videos/39/32.mp4,39,SHOCKED,I AM SHOCKED!
clips\88\12.MOV,88,MEAT,MEAT
clips\82\5.MOV,82,VIOLET,VIOLET
clips\48\4.MOV,48,SUNDAY,SUNDAY
clips\34\27.MOV,34,MAY,MAY
videos/27/11.mp4,27,LIKE YOU VERY MUCH,I LIKE YOU VERY MUCH.
clips\11\40.MOV,11,NOT UNDERSTAND,DO NOT UNDERSTAND
clips\63\42.MOV,63,GIRL,GIRL
clips\67\2.MOV,67,H H,HARD OF HEARING
clips\91\8.MOV,91,RICE,RICE
videos/50/19.mp4,50,FAIL EXAM,I FAILED THE EXAM.
clips\85\15.MOV,85,BREAD,BREAD
videos/46/1.mp4,46,SORRY,I AM SORRY.
clips\73\23.MOV,73,GREEN,GREEN
clips\89\30.MOV,89,CHICKEN,CHICKEN
clips\100\14.MOV,100,TEA,TEA
clips\26\29.MOV,26,SEVEN,SEVEN
clips\86\2.MOV,86,EGG,EGG
clips\80\13.MOV,80,GRAY,GRAY
videos/10/20.mp4,10,OLD 12 YEAR,I AM 12 YEARS OLD.
clips\104\37.MOV,104,SUGAR NONE,NO SUGAR
clips\30\37.MOV,30,JANUARY,JANUARY
videos/32/11.mp4,32,DISGUSTING,YOU ARE DISGUSTING!
clips\20\42.MOV,20,ONE,ONE
videos/36/13.mp4,36,SCARED,I AM SCARED.
clips\74\7.MOV,74,RED,RED
clips\66\52.MOV,66,DEAF,DEAF
clips\48\32.MOV,48,SUNDAY,SUNDAY
clips\15\40.MOV,15,YES,YES
videos/14/35.mp4,14,GOOD MORNING,GOOD MORNING!
clips\42\16.MOV,42,MONDAY,MONDAY
videos/25/25.mp4,25,HARD,THIS IS HARD.
clips\37\15.MOV,37,AUGUST,AUGUST
videos/42/16.mp4,42,TRIP EXCITING/JOYFUL,THE TRIP IS EXCITING.
clips\95\48.MOV,95,HOT,HOT
clips\100\16.MOV,100,TEA,TEA
clips\19\52.MOV,19,FAST,FAST
clips\97\32.MOV,97,JUICE,JUICE
clips\101\13.MOV,101,BEER,BEER
clips\37\21.MOV,37,AUGUST,AUGUST
clips\33\0.MOV,33,APRIL,APRIL
videos/7/3.mp4,7,YOU SICK,YOU ARE SICK!
clips\76\18.MOV,76,BLACK,BLACK
clips\11\19.MOV,11,NOT UNDERSTAND,DO NOT UNDERSTAND
clips\90\22.MOV,90,SPAGHETTI,SPAGHETTI
clips\57\51.MOV,57,GRANDMOTHER,GRANDMOTHER
clips\95\23.MOV,95,HOT,HOT
clips\56\41.MOV,56,GRANDFATHER,GRANDFATHER
clips\96\7.MOV,96,COLD,COLD
clips\30\43.MOV,30,JANUARY,JANUARY
clips\34\17.MOV,34,MAY,MAY
clips\0\26.MOV,0,GOOD MORNING,GOOD MORNING
clips\43\27.MOV,43,TUESDAY,TUESDAY
clips\10\42.MOV,10,UNDERSTAND,UNDERSTAND
clips\54\42.MOV,54,SON,SON
videos/13/8.mp4,13,HAPPY NEW FIREWORKS,HAPPY NEW YEAR!
clips\65\23.MOV,65,WOMAN,WOMAN
clips\99\27.MOV,99,COFFEE,COFFEE
clips\60\24.MOV,60,COUSIN,COUSIN
clips\37\29.MOV,37,AUGUST,AUGUST
clips\89\18.MOV,89,CHICKEN,CHICKEN
videos/18/11.mp4,18,NOT TIRED,I AM NOT TIRED.
clips\86\29.MOV,86,EGG,EGG
clips\48\30.MOV,48,SUNDAY,SUNDAY
videos/2/29.mp4,2,YOU SICK,YOU ARE SICK.
clips\34\48.MOV,34,MAY,MAY
clips\96\44.MOV,96,COLD,COLD
clips\71\4.MOV,71,MARRIED,MARRIED
videos/25/13.mp4,25,HARD,THIS IS HARD.
clips\22\39.MOV,22,THREE,THREE
videos/17/33.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
clips\60\34.MOV,60,COUSIN,COUSIN
clips\94\17.MOV,94,CRAB,CRAB
clips\25\27.MOV,25,SIX,SIX
clips\68\25.MOV,68,WHEELCHAIR,PERSON IN A WHEELCHAIR
clips\87\39.MOV,87,FISH,FISH
videos/40/30.mp4,40,GHOST,I SAW A GHOST.
clips\71\40.MOV,71,MARRIED,MARRIED
clips\94\35.MOV,94,CRAB,CRAB
clips\16\44.MOV,16,WRONG,WRONG
clips\67\21.MOV,67,H H,HARD OF HEARING
clips\74\3.MOV,74,RED,RED
videos/37/30.mp4,37,NERVOUS,I AM NERVOUS.
clips\49\34.MOV,49,TODAY,TODAY
clips\40\30.MOV,40,NOVEMBER,NOVEMBER
clips\11\4.MOV,11,NOT UNDERSTAND,DO NOT UNDERSTAND
clips\60\45.MOV,60,COUSIN,COUSIN
clips\48\49.MOV,48,SUNDAY,SUNDAY
clips\87\47.MOV,87,FISH,FISH
clips\24\13.MOV,24,FIVE,FIVE
clips\100\20.MOV,100,TEA,TEA
clips\47\14.MOV,47,SATURDAY,SATURDAY
clips\86\11.MOV,86,EGG,EGG
clips\88\0.MOV,88,MEAT,MEAT
clips\96\2.MOV,96,COLD,COLD
clips\28\23.MOV,28,NINE,NINE
clips\68\3.MOV,68,WHEELCHAIR,PERSON IN A WHEELCHAIR
clips\6\6.MOV,6,NICE MEET,NICE TO MEET YOU
clips\101\6.MOV,101,BEER,BEER
clips\64\5.MOV,64,MAN,MAN
videos/13/2.mp4,13,HAPPY NEW FIREWORKS,HAPPY NEW YEAR!
clips\50\52.MOV,50,TOMORROW,TOMORROW
videos/26/25.mp4,26,HEADACHE VERY,MY HEAD IS VERY PAINFUL.
videos/5/29.mp4,5,AGE YOU HOW MUCH,HOW OLD ARE YOU?
videos/2/1.mp4,2,YOU SICK,YOU ARE SICK.
clips\57\7.MOV,57,GRANDMOTHER,GRANDMOTHER
videos/17/22.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
clips\85\23.MOV,85,BREAD,BREAD
videos/37/7.mp4,37,NERVOUS,I AM NERVOUS.
clips\2\8.MOV,2,GOOD EVENING,GOOD EVENING
clips\59\3.MOV,59,AUNTIE,AUNTIE
clips\70\16.MOV,70,DEAF BLIND,DEAF BLIND
videos/45/33.mp4,45,CLASS/GROUP WIN,OUR TEAM WON!
clips\65\33.MOV,65,WOMAN,WOMAN
videos/38/15.mp4,38,WORRY,I AM WORRIED.
clips\21\28.MOV,21,TWO,TWO
clips\66\42.MOV,66,DEAF,DEAF
clips\12\46.MOV,12,KNOW,KNOW
clips\87\10.MOV,87,FISH,FISH
clips\4\26.MOV,4,YOU HOW,HOW ARE YOU
videos/42/26.mp4,42,TRIP EXCITING/JOYFUL,THE TRIP IS EXCITING.
clips\57\9.MOV,57,GRANDMOTHER,GRANDMOTHER
clips\25\31.MOV,25,SIX,SIX
clips\75\36.MOV,75,BROWN,BROWN
clips\20\44.MOV,20,ONE,ONE
clips\104\36.MOV,104,SUGAR NONE,NO SUGAR
videos/46/17.mp4,46,SORRY,I AM SORRY.
clips\23\27.MOV,23,FOUR,FOUR
clips\17\27.MOV,17,CORRECT,CORRECT
clips\81\16.MOV,81,PINK,PINK
clips\45\9.MOV,45,THURSDAY,THURSDAY
clips\62\28.MOV,62,BOY,BOY
clips\60\49.MOV,60,COUSIN,COUSIN
clips\93\49.MOV,93,SHRIMP,SHRIMP
videos/22/26.mp4,22,LIKE YOU,I LIKE YOU.
clips\68\20.MOV,68,WHEELCHAIR,PERSON IN A WHEELCHAIR
clips\41\24.MOV,41,DECEMBER,DECEMBER
clips\73\35.MOV,73,GREEN,GREEN
videos/36/34.mp4,36,SCARED,I AM SCARED.
clips\83\50.MOV,83,LIGHT,LIGHT
videos/47/14.mp4,47,DOG DIE,MY DOG DIED.
clips\102\18.MOV,102,WINE,WINE
clips\8\30.MOV,8,WELCOME,YOU ARE WELCOME
clips\59\51.MOV,59,AUNTIE,AUNTIE
clips\3\7.MOV,3,HELLO,HELLO
clips\84\5.MOV,84,DARK,DARK
clips\2\0.MOV,2,GOOD EVENING,GOOD EVENING
clips\43\15.MOV,43,TUESDAY,TUESDAY
clips\36\36.MOV,36,JULY,JULY
clips\31\49.MOV,31,FEBRUARY,FEBRUARY
videos/23/6.mp4,23,TIRED,I AM TIRED.
videos/13/34.mp4,13,HAPPY NEW FIREWORKS,HAPPY NEW YEAR!
clips\80\2.MOV,80,GRAY,GRAY
clips\34\36.MOV,34,MAY,MAY
clips\30\16.MOV,30,JANUARY,JANUARY
videos/23/32.mp4,23,TIRED,I AM TIRED.
clips\23\30.MOV,23,FOUR,FOUR
clips\84\27.MOV,84,DARK,DARK
clips\16\23.MOV,16,WRONG,WRONG
clips\38\41.MOV,38,SEPTEMBER,SEPTEMBER
clips\81\30.MOV,81,PINK,PINK
clips\67\6.MOV,67,H H,HARD OF HEARING
clips\64\50.MOV,64,MAN,MAN
clips\5\21.MOV,5,FINE,I AM FINE
clips\3\50.MOV,3,HELLO,HELLO
videos/5/4.mp4,5,AGE YOU HOW MUCH,HOW OLD ARE YOU?
videos/28/24.mp4,28,MUCH TIRED,I AM SO TIRED.
videos/46/35.mp4,46,SORRY,I AM SORRY.
videos/29/21.mp4,29,YOU MUCH SLOW / MUCH SLOW,YOU ARE SO SLOW!
clips\20\28.MOV,20,ONE,ONE
clips\28\18.MOV,28,NINE,NINE
videos/14/36.mp4,14,GOOD MORNING,GOOD MORNING!
clips\5\31.MOV,5,FINE,I AM FINE
clips\66\41.MOV,66,DEAF,DEAF
clips\83\21.MOV,83,LIGHT,LIGHT
clips\95\51.MOV,95,HOT,HOT
clips\7\9.MOV,7,THANK YOU,THANK YOU
clips\12\26.MOV,12,KNOW,KNOW
clips\76\3.MOV,76,BLACK,BLACK
videos/31/31.mp4,31,HATE,I HATE YOU!
clips\38\15.MOV,38,SEPTEMBER,SEPTEMBER
videos/23/29.mp4,23,TIRED,I AM TIRED.
clips\54\40.MOV,54,SON,SON
videos/27/30.mp4,27,LIKE YOU VERY MUCH,I LIKE YOU VERY MUCH.
clips\28\32.MOV,28,NINE,NINE
clips\85\38.MOV,85,BREAD,BREAD
clips\23\47.MOV,23,FOUR,FOUR
clips\80\31.MOV,80,GRAY,GRAY
clips\24\27.MOV,24,FIVE,FIVE
clips\36\26.MOV,36,JULY,JULY
clips\0\18.MOV,0,GOOD MORNING,GOOD MORNING
clips\67\43.MOV,67,H H,HARD OF HEARING
videos/5/34.mp4,5,AGE YOU HOW MUCH,HOW OLD ARE YOU?
clips\34\35.MOV,34,MAY,MAY
videos/43/25.mp4,43,SHOW AMAZING,THE SHOW IS AMAZING.
clips\2\28.MOV,2,GOOD EVENING,GOOD EVENING
videos/36/7.mp4,36,SCARED,I AM SCARED.
clips\26\37.MOV,26,SEVEN,SEVEN
clips\58\25.MOV,58,UNCLE,UNCLE
videos/42/30.mp4,42,TRIP EXCITING/JOYFUL,THE TRIP IS EXCITING.
clips\73\41.MOV,73,GREEN,GREEN
videos/13/4.mp4,13,HAPPY NEW FIREWORKS,HAPPY NEW YEAR!
clips\26\36.MOV,26,SEVEN,SEVEN
clips\45\31.MOV,45,THURSDAY,THURSDAY
clips\10\43.MOV,10,UNDERSTAND,UNDERSTAND
clips\35\37.MOV,35,JUNE,JUNE
clips\51\37.MOV,51,YESTERDAY,YESTERDAY
clips\5\4.MOV,5,FINE,I AM FINE
videos/14/34.mp4,14,GOOD MORNING,GOOD MORNING!
videos/20/9.mp4,20,NOT HARD,THIS IS NOT HARD.
clips\9\11.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
clips\79\46.MOV,79,ORANGE,ORANGE
videos/41/30.mp4,41,THANK YOU,THANK YOU.
clips\1\45.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
videos/15/34.mp4,15,GOOD NOON,GOOD NOON!
clips\36\13.MOV,36,JULY,JULY
clips\13\47.MOV,13,NOT KNOW,DO NOT KNOW
videos/22/29.mp4,22,LIKE YOU,I LIKE YOU.
clips\31\4.MOV,31,FEBRUARY,FEBRUARY
clips\93\51.MOV,93,SHRIMP,SHRIMP
clips\11\34.MOV,11,NOT UNDERSTAND,DO NOT UNDERSTAND
clips\67\44.MOV,67,H H,HARD OF HEARING
clips\43\33.MOV,43,TUESDAY,TUESDAY
clips\81\1.MOV,81,PINK,PINK
clips\85\5.MOV,85,BREAD,BREAD
clips\55\7.MOV,55,DAUGHTER,DAUGHTER
clips\37\50.MOV,37,AUGUST,AUGUST
videos/4/6.mp4,4,YOU HOW,HOW ARE YOU?
clips\49\39.MOV,49,TODAY,TODAY
clips\102\12.MOV,102,WINE,WINE
clips\23\6.MOV,23,FOUR,FOUR
videos/21/17.mp4,21,HEADACHE,MY HEAD IS PAINFUL.
clips\92\37.MOV,92,LONGANISA,LONGANISA
clips\53\1.MOV,53,MOTHER,MOTHER
clips\48\38.MOV,48,SUNDAY,SUNDAY
clips\87\31.MOV,87,FISH,FISH
clips\62\10.MOV,62,BOY,BOY
clips\15\17.MOV,15,YES,YES
clips\25\3.MOV,25,SIX,SIX
clips\50\25.MOV,50,TOMORROW,TOMORROW
clips\51\25.MOV,51,YESTERDAY,YESTERDAY
clips\70\39.MOV,70,DEAF BLIND,DEAF BLIND
clips\53\5.MOV,53,MOTHER,MOTHER
clips\79\39.MOV,79,ORANGE,ORANGE
clips\5\7.MOV,5,FINE,I AM FINE
videos/41/4.mp4,41,THANK YOU,THANK YOU.
videos/13/21.mp4,13,HAPPY NEW FIREWORKS,HAPPY NEW YEAR!
clips\93\22.MOV,93,SHRIMP,SHRIMP
clips\8\48.MOV,8,WELCOME,YOU ARE WELCOME
clips\83\10.MOV,83,LIGHT,LIGHT
videos/45/18.mp4,45,CLASS/GROUP WIN,OUR TEAM WON!
videos/40/25.mp4,40,GHOST,I SAW A GHOST.
videos/11/31.mp4,11,JOHN LIKE MARY,DOES JOHN LIKE MARY?
clips\16\31.MOV,16,WRONG,WRONG
clips\11\14.MOV,11,NOT UNDERSTAND,DO NOT UNDERSTAND
clips\60\5.MOV,60,COUSIN,COUSIN
videos/16/31.mp4,16,HEADACHE NOT,MY HEAD IS NOT PAINFUL.
